FID,OID,lat,lon
720,0,36.625,111.625
721,0,36.625,111.875
722,0,36.625,112.125
723,0,36.625,112.375
724,0,36.625,116.875
725,0,36.875,100.875
726,0,36.875,101.125
727,0,36.875,101.375
728,0,36.875,101.625
729,0,36.875,101.875
730,0,36.875,102.125
731,0,36.875,102.375
732,0,36.875,102.625
733,0,36.875,102.875
734,0,36.875,103.125
735,0,36.875,103.375
736,0,36.875,103.625
737,0,36.875,103.875
738,0,36.875,104.125
739,0,36.875,104.375
740,0,36.875,104.625
741,0,36.875,104.875
742,0,36.875,105.125
743,0,36.875,105.375
744,0,36.875,105.625
745,0,36.875,105.875
746,0,36.875,106.125
747,0,36.875,106.375
748,0,36.875,106.625
749,0,36.875,106.875
750,0,36.875,107.125
751,0,36.875,107.375
752,0,36.875,107.625
753,0,36.875,107.875
754,0,36.875,108.125
755,0,36.875,108.375
756,0,36.875,108.625
757,0,36.875,108.875
758,0,36.875,109.125
759,0,36.875,109.375
760,0,36.875,109.625
761,0,36.875,109.875
762,0,36.875,110.125
763,0,36.875,110.375
764,0,36.875,110.625
765,0,36.875,110.875
766,0,36.875,111.125
767,0,36.875,111.375
768,0,36.875,111.625
769,0,36.875,111.875
770,0,36.875,112.125
771,0,36.875,112.375
772,0,37.125,100.875
773,0,37.125,101.125
774,0,37.125,101.375
775,0,37.125,101.625
776,0,37.125,101.875
777,0,37.125,102.125
778,0,37.125,102.375
779,0,37.125,102.625
780,0,37.125,102.875
781,0,37.125,103.125
782,0,37.125,103.375
783,0,37.125,103.625
784,0,37.125,103.875
785,0,37.125,104.125
786,0,37.125,104.375
787,0,37.125,104.625
788,0,37.125,104.875
789,0,37.125,105.125
790,0,37.125,105.375
791,0,37.125,105.625
792,0,37.125,105.875
793,0,37.125,106.125
794,0,37.125,106.375
795,0,37.125,106.625
796,0,37.125,106.875
797,0,37.125,107.125
798,0,37.125,107.375
799,0,37.125,107.625
800,0,37.125,107.875
801,0,37.125,108.125
802,0,37.125,108.375
803,0,37.125,108.625
804,0,37.125,108.875
805,0,37.125,109.125
806,0,37.125,109.375
807,0,37.125,109.625
808,0,37.125,109.875
809,0,37.125,110.125
810,0,37.125,110.375
811,0,37.125,110.625
812,0,37.125,110.875
813,0,37.125,111.125
814,0,37.125,111.375
815,0,37.125,111.625
816,0,37.125,111.875
817,0,37.125,112.125
818,0,37.125,112.375
819,0,37.125,112.625
820,0,37.375,101.125
821,0,37.375,101.375
822,0,37.375,101.625
823,0,37.375,101.875
824,0,37.375,102.125
825,0,37.375,104.375
826,0,37.375,104.625
827,0,37.375,104.875
828,0,37.375,105.125
829,0,37.375,105.375
830,0,37.375,105.625
831,0,37.375,105.875
832,0,37.375,106.125
833,0,37.375,106.375
834,0,37.375,106.625
835,0,37.375,106.875
836,0,37.375,107.125
837,0,37.375,107.375
838,0,37.375,107.625
839,0,37.375,107.875
840,0,37.375,108.125
841,0,37.375,108.375
842,0,37.375,108.625
843,0,37.375,108.875
844,0,37.375,109.125
845,0,37.375,109.375
846,0,37.375,109.625
847,0,37.375,109.875
848,0,37.375,110.125
849,0,37.375,110.375
850,0,37.375,110.625
851,0,37.375,110.875
852,0,37.375,111.125
853,0,37.375,111.375
854,0,37.375,111.625
855,0,37.375,111.875
856,0,37.375,112.125
857,0,37.375,112.375
858,0,37.375,112.625
859,0,37.375,112.875
860,0,37.375,118.125
861,0,37.625,100.625
862,0,37.625,100.875
863,0,37.625,101.125
864,0,37.625,101.375
865,0,37.625,105.125
866,0,37.625,105.375
867,0,37.625,105.625
868,0,37.625,105.875
869,0,37.625,106.125
870,0,37.625,106.375
871,0,37.625,106.625
872,0,37.625,106.875
873,0,37.625,107.125
874,0,37.625,107.375
875,0,37.625,107.625
876,0,37.625,107.875
877,0,37.625,108.125
878,0,37.625,108.375
879,0,37.625,108.625
880,0,37.625,108.875
881,0,37.625,109.125
882,0,37.625,109.375
883,0,37.625,109.625
884,0,37.625,109.875
885,0,37.625,110.125
886,0,37.625,110.375
887,0,37.625,110.625
888,0,37.625,110.875
889,0,37.625,111.125
890,0,37.625,111.375
891,0,37.625,111.625
892,0,37.625,111.875
893,0,37.625,112.125
894,0,37.625,112.375
895,0,37.625,112.625
896,0,37.625,112.875
897,0,37.625,113.125
898,0,37.625,113.375
899,0,37.625,118.625
900,0,37.875,99.625
901,0,37.875,99.875
902,0,37.875,100.125
903,0,37.875,100.375
904,0,37.875,100.625
905,0,37.875,105.625
906,0,37.875,105.875
907,0,37.875,106.125
908,0,37.875,106.375
909,0,37.875,106.625
910,0,37.875,106.875
911,0,37.875,107.125
912,0,37.875,107.375
913,0,37.875,107.625
914,0,37.875,107.875
915,0,37.875,108.125
916,0,37.875,108.375
917,0,37.875,108.625
918,0,37.875,108.875
919,0,37.875,109.125
920,0,37.875,109.375
921,0,37.875,109.625
922,0,37.875,109.875
923,0,37.875,110.125
924,0,37.875,110.375
925,0,37.875,110.625
926,0,37.875,110.875
927,0,37.875,111.125
928,0,37.875,111.375
929,0,37.875,111.625
930,0,37.875,111.875
931,0,37.875,112.125
932,0,37.875,112.375
933,0,37.875,112.625
934,0,37.875,112.875
935,0,37.875,113.125
936,0,38.125,99.125
937,0,38.125,99.375
938,0,38.125,99.625
939,0,38.125,99.875
940,0,38.125,105.625
941,0,38.125,105.875
942,0,38.125,106.125
943,0,38.125,106.375
944,0,38.125,106.625
945,0,38.125,106.875
946,0,38.125,107.125
947,0,38.125,107.375
948,0,38.125,107.625
949,0,38.125,107.875
950,0,38.125,108.125
951,0,38.125,108.375
952,0,38.125,108.625
953,0,38.125,108.875
954,0,38.125,109.125
955,0,38.125,109.375
956,0,38.125,109.625
957,0,38.125,109.875
958,0,38.125,110.125
959,0,38.125,110.375
960,0,38.125,110.625
961,0,38.125,110.875
962,0,38.125,111.125
963,0,38.125,111.375
964,0,38.125,111.625
965,0,38.125,111.875
966,0,38.125,112.125
967,0,38.125,112.375
968,0,38.125,112.625
969,0,38.375,105.875
970,0,38.375,106.125
971,0,38.375,106.375
972,0,38.375,106.625
973,0,38.375,106.875
974,0,38.375,107.125
975,0,38.375,107.375
976,0,38.375,107.625
977,0,38.375,107.875
978,0,38.375,108.125
979,0,38.375,108.375
980,0,38.375,108.625
981,0,38.375,108.875
982,0,38.375,109.125
983,0,38.375,109.375
984,0,38.375,109.625
985,0,38.375,109.875
986,0,38.375,110.125
987,0,38.375,110.375
988,0,38.375,110.625
989,0,38.375,110.875
990,0,38.375,111.125
991,0,38.375,111.375
992,0,38.375,111.625
993,0,38.375,111.875
994,0,38.375,112.125
995,0,38.625,105.875
996,0,38.625,106.125
997,0,38.625,106.375
998,0,38.625,106.625
999,0,38.625,106.875
1000,0,38.625,107.125
1001,0,38.625,107.375
1002,0,38.625,107.625
1003,0,38.625,107.875
1004,0,38.625,108.125
1005,0,38.625,108.375
1006,0,38.625,108.625
1007,0,38.625,108.875
1008,0,38.625,109.125
1009,0,38.625,109.375
1010,0,38.625,109.625
1011,0,38.625,109.875
1012,0,38.625,110.125
1013,0,38.625,110.375
1014,0,38.625,110.625
1015,0,38.625,110.875
1016,0,38.625,111.125
1017,0,38.625,111.375
1018,0,38.625,111.625
1019,0,38.625,111.875
1020,0,38.625,112.125
1021,0,38.625,112.375
1022,0,38.875,106.125
1023,0,38.875,106.375
1024,0,38.875,106.625
1025,0,38.875,106.875
1026,0,38.875,107.125
1027,0,38.875,107.375
1028,0,38.875,107.625
1029,0,38.875,107.875
1030,0,38.875,108.125
1031,0,38.875,108.375
1032,0,38.875,108.625
1033,0,38.875,108.875
1034,0,38.875,109.125
1035,0,38.875,109.375
1036,0,38.875,109.625
1037,0,38.875,109.875
1038,0,38.875,110.125
1039,0,38.875,110.375
1040,0,38.875,110.625
1041,0,38.875,110.875
1042,0,38.875,111.125
1043,0,38.875,111.375
1044,0,38.875,111.625
1045,0,38.875,111.875
1046,0,38.875,112.125
1047,0,39.125,106.125
1048,0,39.125,106.375
1049,0,39.125,106.625
1050,0,39.125,106.875
1051,0,39.125,107.125
1052,0,39.125,107.375
1053,0,39.125,107.625
1054,0,39.125,107.875
1055,0,39.125,108.125
1056,0,39.125,108.375
1057,0,39.125,108.625
1058,0,39.125,108.875
1059,0,39.125,109.125
1060,0,39.125,109.375
1061,0,39.125,109.625
1062,0,39.125,109.875
1063,0,39.125,110.125
1064,0,39.125,110.375
1065,0,39.125,110.625
1066,0,39.125,110.875
1067,0,39.125,111.125
1068,0,39.125,111.375
1069,0,39.125,111.625
1070,0,39.125,111.875
1071,0,39.125,112.125
1072,0,39.375,106.625
1073,0,39.375,106.875
1074,0,39.375,107.125
1075,0,39.375,107.375
1076,0,39.375,107.625
1077,0,39.375,107.875
1078,0,39.375,108.125
1079,0,39.375,108.375
1080,0,39.375,108.625
1081,0,39.375,108.875
1082,0,39.375,109.125
1083,0,39.375,109.375
1084,0,39.375,109.625
1085,0,39.375,109.875
1086,0,39.375,110.125
1087,0,39.375,110.375
1088,0,39.375,110.625
1089,0,39.375,110.875
1090,0,39.375,111.125
1091,0,39.375,111.375
1092,0,39.375,111.625
1093,0,39.375,111.875
1094,0,39.375,112.125
1095,0,39.625,106.625
1096,0,39.625,106.875
1097,0,39.625,107.125
1098,0,39.625,107.375
1099,0,39.625,107.625
1100,0,39.625,107.875
1101,0,39.625,108.125
1102,0,39.625,108.375
1103,0,39.625,108.625
1104,0,39.625,108.875
1105,0,39.625,109.125
1106,0,39.625,109.375
1107,0,39.625,109.625
1108,0,39.625,109.875
1109,0,39.625,110.125
1110,0,39.625,110.375
1111,0,39.625,110.625
1112,0,39.625,110.875
1113,0,39.625,111.125
1114,0,39.625,111.375
1115,0,39.625,111.625
1116,0,39.625,111.875
1117,0,39.625,112.125
1118,0,39.875,106.625
1119,0,39.875,106.875
1120,0,39.875,107.125
1121,0,39.875,107.375
1122,0,39.875,107.625
1123,0,39.875,107.875
1124,0,39.875,108.125
1125,0,39.875,108.375
1126,0,39.875,108.625
1127,0,39.875,108.875
1128,0,39.875,109.125
1129,0,39.875,109.375
1130,0,39.875,109.625
1131,0,39.875,109.875
1132,0,39.875,110.125
1133,0,39.875,110.375
1134,0,39.875,110.625
1135,0,39.875,110.875
1136,0,39.875,111.125
1137,0,39.875,111.375
1138,0,39.875,111.625
1139,0,39.875,111.875
1140,0,39.875,112.125
1141,0,39.875,112.375
1142,0,40.125,106.875
1143,0,40.125,107.125
1144,0,40.125,107.375
1145,0,40.125,107.625
1146,0,40.125,107.875
1147,0,40.125,108.125
